"HouseID","BurglaryStatus","Gate","Garage","Outdoor_sitting","Security_lights"
"H2214",0,1,0,0,1
"H2215",0,1,0,0,1
"H2216",0,1,0,0,1
"H2217",0,1,0,0,1
"H2218",0,1,0,0,1
"H2219",0,1,0,0,1
"H2220",0,1,0,0,1
"H2221",0,1,0,0,1
"H2222",0,1,0,0,0
"H2223",0,1,0,0,0
"H2224",0,1,0,0,0
"H2225",0,1,0,0,0
"H2226",0,1,0,0,0
"H2227",0,0,0,1,0
"H2228",0,0,0,1,0
"H2229",0,1,0,1,0
"H2230",0,0,0,1,0
"H2231",0,0,0,1,0
"H2232",0,1,0,1,0
"H2233",0,0,0,0,0
"H2234",0,0,0,1,0
"H2235",0,0,0,1,0
"H2236",0,1,0,1,0
"H2237",0,1,0,1,1
"H2238",0,0,0,1,0
"H2239",0,1,0,0,0
"H2240",0,1,0,0,0
"H2241",0,1,0,0,0
"H2242",0,1,0,0,0
"H2243",0,1,0,1,0
"H2244",0,1,0,0,0
"H2245",0,1,1,0,1
"H2246",0,1,0,0,0
"H2247",0,1,0,0,0
"H2248",0,1,0,0,0
"H2249",0,1,0,0,0
"H2250",0,1,0,0,0
"H2251",0,1,0,1,0
"H2252",0,1,0,1,0
"H2253",0,1,0,1,1
"H2254",0,1,0,1,0
"H2255",0,1,0,1,0
"H2256",0,0,0,1,0
"H2257",0,1,0,1,0
"H2258",0,1,0,0,0
"H2259",0,1,0,0,0
"H2260",0,0,0,1,0
"H2261",0,1,0,0,0
"H2262",0,1,0,0,0
"H2263",0,1,0,0,0
"H2264",0,1,0,0,1
"H2265",0,1,0,0,0
"H2266",0,1,0,0,0
"H2267",0,1,0,0,0
"H2268",0,1,0,0,0
"H2269",0,1,0,0,0
"H2270",0,1,0,0,0
"H2271",0,1,0,0,0
"H2272",0,1,0,0,0
"H2273",0,1,0,0,0
"H2274",0,1,0,0,0
"H2275",0,0,0,1,0
"H2276",0,1,0,0,0
"H2277",0,1,0,0,1
"H2278",0,1,0,0,0
"H2279",0,1,0,0,0
"H2280",0,1,0,0,0
"H2281",0,1,0,0,0
"H2282",0,1,0,0,0
"H2283",0,0,1,0,0
"H2284",0,1,0,0,0
"H2285",0,0,0,1,0
"H2286",0,0,0,0,0
"H2287",0,1,0,0,0
"H2288",0,1,0,1,1
"H2289",0,1,0,0,0
"H2290",0,1,0,0,0
"H2291",0,1,0,1,0
"H2292",0,1,0,1,0
"H2293",0,1,0,0,0
"H2294",0,1,1,0,0
"H2295",0,1,1,0,0
"H2296",0,0,0,1,0
"H2297",0,0,0,1,0
"H2298",0,1,0,1,1
"H2299",0,1,0,0,1
"H2300",0,1,0,1,1
"H2301",0,1,0,1,0
"H2302",0,1,0,1,0
"H2303",0,1,0,1,0
"H2304",0,1,0,1,0
"H2305",0,1,0,1,0
"H2306",0,1,0,0,0
"H2307",0,1,0,1,0
"H2308",0,1,0,1,0
"H2309",0,0,0,1,0
"H2310",0,1,0,1,0
"H2311",0,1,0,1,1
"H2312",0,1,0,0,0
"H2313",0,1,0,1,1
"H2314",0,1,0,1,1
"H2315",0,1,0,1,0
"H2316",0,1,0,1,1
"H2317",0,1,0,1,1
"H2318",0,1,0,1,1
"H2319",0,1,0,1,1
"H2320",0,1,0,1,1
"H2321",0,1,0,0,0
"H2322",0,1,0,0,0
"H2323",0,1,0,0,0
"H2324",0,1,0,0,1
"H2325",0,1,0,0,1
"H2326",0,1,0,0,1
"H2327",0,1,0,0,1
"H2328",0,1,0,0,1
"H2329",0,1,0,0,1
"H2330",0,1,0,0,1
"H2331",0,1,0,0,1
"H2332",0,1,0,1,0
"H2333",0,1,0,1,0
"H2334",0,1,0,0,1
"H2335",0,1,0,1,0
"H2336",0,1,0,1,0
"H2337",0,1,0,1,0
"H2338",0,1,0,1,0
"H2339",0,1,0,0,0
"H2340",0,1,0,1,0
"H2341",0,0,0,1,0
"H2342",0,0,0,1,0
"H2343",0,0,0,1,0
"H2344",0,1,0,0,1
"H2345",0,1,0,0,0
"H2346",0,1,0,1,1
"H2347",0,0,0,1,0
"H2348",0,1,0,1,0
"H2349",0,1,0,1,0
"H2350",0,1,0,1,0
"H2351",0,0,0,1,0
"H2352",0,1,0,1,0
"H2353",0,0,0,1,0
"H2354",0,1,0,0,0
"H2355",0,1,0,1,0
"H2356",0,1,0,1,0
"H2357",0,1,0,0,1
"H2358",0,1,0,1,0
"H2359",0,0,0,1,0
"H2360",0,1,0,0,0
"H2361",0,0,0,0,0
"H2362",0,0,0,1,0
"H2363",0,0,0,1,0
"H2364",0,0,0,1,0
"H2365",0,1,0,0,1
"H2366",0,0,0,1,0
"H2367",0,0,0,1,0
"H2368",0,0,1,1,0
"H2369",0,0,0,1,0
"H2370",0,1,0,1,0
"H2371",0,1,0,1,0
"H2372",0,1,0,1,1
"H2373",0,1,0,1,0
"H2374",0,1,0,1,0
"H2375",0,1,0,1,1
"H2376",0,1,0,0,0
"H2377",0,1,0,1,0
"H2378",0,1,0,0,1
"H2379",0,1,0,0,0
"H2380",0,1,1,0,0
"H2381",0,1,0,1,0
"H2382",0,1,0,0,1
"H2383",0,1,0,0,1
"H2384",0,1,0,0,0
"H2385",0,1,0,1,1
"H2386",0,1,0,0,1
"H2387",0,1,0,0,0
"H2388",0,1,0,1,1
"H2389",0,1,0,1,1
"H2390",0,1,0,1,1
"H2391",0,1,0,1,1
"H2392",0,1,0,0,0
"H2393",0,1,0,0,1
"H2394",0,1,0,0,1
"H2395",0,1,0,1,1
"H2396",0,1,0,0,1
"H2397",0,1,0,0,0
"H2398",0,1,0,0,1
"H2399",0,1,0,0,1
"H2400",0,1,0,0,1
"H2401",0,1,0,0,1
"H2402",0,1,0,0,1
"H2403",0,1,0,0,1
"H2404",0,1,0,0,1
"H2405",0,1,0,0,0
"H2406",0,1,0,0,1
"H2407",0,1,0,0,1
"H2408",0,1,0,0,1
"H2409",0,1,0,0,1
"H2410",0,1,0,0,1
"H2411",0,1,0,1,1
"H2412",0,1,0,1,1
"H2413",0,1,0,1,0
"H2414",0,1,0,0,1
"H2415",0,1,0,0,1
"H2416",0,1,0,0,1
"H2417",0,1,0,0,1
"H2418",0,1,0,0,1
"H2419",0,1,0,0,1
"H2420",0,1,0,0,1
"H2421",0,1,0,0,0
"H2422",0,1,0,1,1
"H2423",0,1,0,0,1
"H2424",0,1,0,0,1
"H2425",0,1,0,0,1
"H2426",0,1,0,0,1
"H2427",0,1,0,0,1
"H2428",0,1,0,0,1
"H2429",0,1,0,0,1
"H2430",0,1,0,0,1
"H2431",0,1,0,1,1
"H2432",0,1,0,1,1
"H2433",0,1,0,0,1
"H2434",0,1,0,1,1
"H2435",0,1,0,1,1
"H2436",0,1,0,0,1
"H2437",0,1,0,0,0
"H2438",0,0,0,0,0
"H2439",0,1,0,0,0
"H2440",0,1,0,0,0
"H2441",0,1,0,0,1
"H2442",0,1,0,0,1
"H2443",0,1,0,0,0
"H2444",0,1,0,0,0
"H2445",0,1,0,0,0
"H2446",0,1,0,0,1
"H2447",0,1,0,0,1
"H2448",0,1,0,0,1
"H2449",0,1,0,1,1
"H2450",0,1,0,0,1
"H2451",0,1,0,0,0
"H2452",0,1,0,0,0
"H2453",0,1,0,0,1
"H2454",0,1,0,0,1
"H2455",0,1,0,0,0
"H2456",0,1,0,0,0
"H2457",0,1,0,0,0
"H2458",0,1,0,0,0
"H2459",0,1,0,0,0
"H2460",0,1,0,0,0
"H2461",0,1,0,0,0
"H2462",0,1,0,0,0
"H2463",0,1,0,0,0
"H2464",0,0,0,0,0
"H2465",0,1,0,0,1
"H2466",0,0,0,0,1
"H2467",0,0,0,0,1
"H2468",0,1,0,0,0
"H2469",0,0,0,0,0
"H2470",0,0,0,1,0
"H2471",0,0,0,0,0
"H2472",0,0,0,0,0
"H2473",0,0,0,0,0
"H2474",0,0,0,0,0
"H2475",0,0,0,1,0
"H2476",0,0,0,0,0
"H2477",0,0,0,0,0
"H2478",0,0,0,0,0
"H2479",0,0,0,0,1
"H2480",0,0,0,0,1
"H2481",0,0,0,0,0
"H2482",0,0,0,0,1
"H2483",0,0,0,0,1
"H2484",0,0,0,0,0
"H2485",0,0,0,0,1
"H2486",0,1,0,0,1
"H2487",0,0,0,1,0
"H2488",0,0,0,1,0
"H2489",0,0,0,0,0
"H2490",0,1,0,0,1
"H2491",0,0,0,0,1
"H2492",0,0,0,1,0
"H2493",0,0,0,0,1
"H2494",0,1,0,0,1
"H2495",0,0,0,0,1
"H2496",0,0,0,0,0
"H2497",0,0,0,0,1
"H2498",0,0,1,0,1
"H2499",0,0,0,0,1
"H2500",0,0,0,0,1
"H2501",0,0,0,0,1
"H2502",0,0,0,0,0
"H2503",0,0,0,0,1
"H2504",0,1,0,0,0
"H2505",0,0,0,0,0
"H2506",0,0,1,0,0
"H2507",0,0,0,1,0
"H2508",0,0,0,1,0
"H2509",0,0,0,0,0
"H2510",0,0,0,0,0
"H2511",0,0,0,0,0
"H2512",0,0,0,1,0
"H2513",0,0,0,0,0
"H2514",0,0,0,0,0
"H2515",0,0,0,0,0
"H2516",0,0,0,0,1
"H2517",0,0,0,0,1
"H2518",0,0,0,0,1
"H2519",0,0,0,0,0
"H2520",0,1,0,0,0
"H2521",0,0,0,0,0
"H2522",0,0,0,0,0
"H2523",0,0,0,0,0
"H2524",0,0,0,0,0
"H2525",0,0,0,0,0
"H2526",0,0,0,1,1
"H2527",0,0,0,0,1
"H2528",0,0,0,0,0
"H2529",0,0,0,0,0
"H2530",0,0,0,0,0
"H2531",0,0,0,0,1
"H2532",0,0,0,0,0
"H2533",0,0,0,0,1
"H2534",0,0,0,1,0
"H2535",0,0,0,1,1
"H2536",0,0,0,0,0
"H2537",0,1,0,0,0
"H2538",0,1,0,0,1
"H2539",0,0,0,0,0
"H2540",0,0,0,1,0
"H2541",0,0,0,1,0
"H2542",0,0,0,0,1
"H2543",0,1,0,0,1
"H2544",0,0,0,0,0
"H2545",0,0,0,0,1
"H2546",0,0,0,1,1
"H2547",0,0,0,0,0
"H2548",0,0,0,0,0
"H2549",0,0,0,0,1
"H2550",0,0,0,1,1
"H2551",0,0,0,0,1
"H2552",0,0,0,0,1
"H2553",0,0,0,1,0
"H2554",0,1,0,0,1
"H2555",0,0,0,1,1
"H2556",0,0,0,0,1
"H2557",0,0,0,1,1
"H2558",0,0,0,1,1
"H2559",0,0,0,0,0
"H2560",0,0,0,0,0
"H2561",0,0,0,0,0
"H2562",0,0,0,1,1
"H2563",0,1,0,0,0
"H2564",0,1,0,0,1
"H2565",0,1,0,1,0
"H2566",0,0,0,0,1
"H2567",0,1,0,0,1
"H2568",0,1,0,0,0
"H2569",0,0,0,0,0
"H2570",0,0,0,1,1
"H2571",0,0,0,0,0
"H2572",0,0,0,0,0
"H2573",0,0,0,0,0
"H2574",0,1,0,0,0
"H2575",0,0,1,0,1
"H2576",0,1,0,0,1
"H2577",0,1,0,0,1
"H2578",0,0,0,0,0
"H2579",0,0,0,0,1
"H2580",0,1,1,0,0
"H2581",0,0,0,0,1
"H2582",0,0,0,0,1
"H2583",0,0,0,1,1
"H2584",0,0,0,0,0
"H2585",0,0,0,0,0
"H2586",0,0,0,0,0
"H2587",0,0,0,0,1
"H2588",0,1,0,0,1
"H2589",0,0,0,1,0
"H2590",0,0,0,0,1
"H2591",0,0,0,0,1
"H2592",0,0,0,1,1
"H2593",0,0,0,0,0
"H2594",0,0,0,1,1
"H2595",0,0,0,1,1
"H2596",0,0,0,1,1
"H2597",0,1,0,0,0
"H2598",0,1,0,0,1
"H2599",0,1,0,0,1
"H2600",0,0,0,1,1
"H2601",0,0,0,0,1
"H2602",0,0,0,0,1
"H2603",0,1,0,0,0
"H2604",0,0,0,1,1
"H2605",0,0,0,1,1
"H2606",0,0,1,1,0
"H2607",0,0,1,1,0
"H2608",0,0,0,0,1
"H2609",0,0,0,0,0
"H2610",0,0,0,0,0
"H2611",0,1,0,0,0
"H2612",0,1,0,0,0
"H2613",0,1,0,1,1
"H2614",0,1,0,0,0
"H2615",0,0,0,0,0
"H2616",0,1,0,0,0
"H2617",0,1,0,0,0
"H2618",0,1,0,0,0
"H2619",0,0,0,1,0
"H2620",0,0,0,1,1
"H2621",0,0,0,1,1
"H2622",0,0,0,1,0
"H2623",0,0,0,0,0
"H2624",0,0,0,1,0
"H2625",0,0,0,1,1
"H2626",0,0,0,1,0
"H2627",0,0,0,0,0
"H2628",0,0,0,0,0
"H2629",0,0,0,0,0
"H2630",0,0,0,0,0
"H2631",0,0,0,0,1
"H2632",0,0,0,0,0
"H2633",0,0,0,0,1
"H2634",0,1,0,0,0
"H2635",0,1,0,0,0
"H2636",0,1,0,0,0
"H2637",0,0,0,1,1
"H2638",0,0,0,1,1
"H2639",0,0,0,0,0
"H2640",0,1,0,0,0
"H2641",0,1,0,0,1
"H2642",0,1,0,0,1
"H2643",0,1,0,0,1
"H2644",0,1,0,0,1
"H2645",0,1,0,0,1
"H2646",0,1,0,0,1
"H2647",0,1,0,0,0
"H2648",0,1,0,0,0
"H2649",0,0,0,0,0
"H2650",0,0,0,0,0
"H2651",0,0,0,0,0
"H2652",0,0,0,0,0
"H2653",0,0,0,0,0
"H2654",0,0,0,0,0
"H2655",0,0,0,0,0
"H2656",0,0,0,0,0
"H2657",0,0,0,0,0
"H2658",0,0,0,0,0
"H2659",0,0,0,0,0
"H2660",0,0,0,0,0
"H2661",0,0,0,0,0
"H2662",0,0,0,0,0
"H2663",0,0,0,0,0
"H2664",0,0,0,0,0
"H2665",0,0,0,0,0
"H2666",0,0,0,0,0
"H2667",0,0,0,0,0
"H2668",0,0,0,0,0
"H2669",0,0,0,0,0
"H2670",0,0,0,0,0
"H2671",0,0,0,0,0
"H2672",0,0,0,0,0
"H2673",0,0,0,0,0
"H2674",0,0,0,0,0
"H2675",0,0,0,0,0
"H2676",0,0,0,0,0
"H2677",0,0,0,0,0
"H2678",0,0,0,0,0
"H2679",0,0,0,0,0
"H2680",0,0,0,0,0
"H2681",0,0,0,0,0
"H2682",0,0,0,0,0
"H2683",0,0,0,0,0
"H2684",0,0,0,0,0
"H2685",0,0,0,0,0
"H2686",0,0,0,0,0
"H2687",0,0,0,0,0
"H2688",0,0,0,0,0
"H2689",0,0,0,0,0
"H2690",0,0,0,0,0
"H2691",0,0,0,0,0
"H2692",0,0,0,0,0
"H2693",0,0,0,0,0
"H2694",0,0,0,0,0
"H2695",0,0,0,0,0
"H2696",0,0,0,0,0
"H2697",0,0,0,0,0
"H2698",0,0,0,0,0
"H2699",0,0,0,0,0
"H2700",0,0,0,0,0
"H2701",0,0,0,0,0
"H2702",0,0,0,0,0
"H2703",0,0,0,0,0
"H2704",0,0,0,0,0
"H2705",0,1,0,0,0
"H2706",0,1,0,1,0
"H2707",0,1,0,1,1
"H2708",0,1,0,1,0
"H2709",0,1,0,1,0
"H2710",0,0,0,0,0
"H2711",0,1,0,0,0
"H2712",0,1,0,0,0
"H2713",0,1,0,0,0
"H2714",0,1,0,0,0
"H2715",0,1,0,1,0
"H2716",0,1,0,1,0
"H2717",0,1,0,0,0
"H2718",0,1,0,0,0
"H2719",0,1,0,1,0
"H2720",0,1,0,1,0
"H2721",0,1,0,0,0
"H2722",0,1,0,0,0
"H2723",0,1,0,0,0
"H2724",0,0,0,0,0
"H2725",0,0,0,0,0
"H2726",0,0,0,1,0
"H2727",0,1,0,0,0
"H2728",0,0,0,1,0
"H2729",0,1,0,1,0
"H2730",0,0,0,1,0
"H2731",0,0,0,0,0
"H2732",0,0,1,1,0
"H2733",0,0,0,1,0
"H2734",0,1,0,1,0
"H2735",0,1,0,0,0
"H2736",0,1,0,0,0
"H2737",0,0,0,1,0
"H2738",0,1,0,0,0
"H2739",0,0,0,1,0
"H2740",0,1,0,1,0
"H2741",0,1,0,1,0
"H2742",0,1,0,1,0
"H2743",0,1,0,1,1
"H2744",0,1,0,1,0
"H2745",0,1,0,1,0
"H2746",0,1,0,1,0
"H2747",0,1,0,0,0
"H2748",0,1,0,1,0
"H2749",0,1,0,1,0
"H2750",0,1,0,1,0
"H2751",0,0,0,1,0
"H2752",0,1,0,1,0
"H2753",0,1,0,1,0
"H2754",0,1,0,0,0
"H2755",0,1,0,0,0
"H2756",0,1,0,0,0
"H2757",0,1,0,0,0
"H2758",0,0,0,0,0
"H2759",0,1,0,0,0
"H2760",0,1,0,0,0
"H2761",0,1,0,0,1
"H2762",0,1,0,0,0
"H2763",0,1,0,0,0
"H2764",0,1,0,0,0
"H2765",0,1,0,0,0
"H2766",0,1,0,0,1
"H2767",0,1,0,1,0
"H2768",0,1,0,0,0
"H2769",0,1,0,0,1
"H2770",0,1,0,0,1
"H2771",0,1,0,0,1
"H2772",0,1,0,0,0
"H2773",0,1,0,0,1
"H2774",0,1,0,0,0
"H2775",0,1,0,0,0
"H2776",0,1,0,0,0
"H2777",0,1,0,0,1
"H2778",0,1,0,1,1
"H2779",0,1,0,0,1
"H2780",0,1,0,0,1
"H2781",0,1,0,0,1
"H2782",0,1,0,0,1
"H2783",0,1,0,0,1
"H2784",0,1,0,0,0
"H2785",0,1,0,0,0
"H2786",0,1,0,0,1
"H2787",0,1,0,0,0
"H2788",0,1,0,0,1
"H2789",0,1,0,0,1
"H2790",0,1,0,0,1
"H2791",0,1,0,0,1
"H2792",0,1,0,0,0
"H2793",0,1,0,0,1
"H2794",0,1,0,0,1
"H2795",0,1,0,0,1
"H2796",0,1,0,0,1
"H2797",0,1,0,0,1
"H2798",0,1,0,0,1
"H2799",0,1,0,0,0
"H2800",0,1,0,0,1
"H2801",0,1,0,0,1
"H2802",0,1,0,0,1
"H2803",0,1,0,0,1
"H2804",0,1,0,0,0
"H2805",0,1,0,0,0
"H2806",0,1,0,0,1
"H2807",0,1,0,0,0
"H2808",0,1,0,0,0
"H2809",0,1,0,0,1
"H2810",0,1,0,0,1
"H2811",0,1,0,0,0
"H2812",0,1,0,0,0
"H2813",0,1,0,0,1
"H2814",0,1,0,0,1
"H2815",0,1,0,0,1
"H2816",0,1,0,0,1
"H2817",0,1,0,0,0
"H2818",0,1,0,0,1
"H2819",0,1,0,0,1
"H2820",0,1,0,0,1
"H2821",0,1,0,0,0
"H2822",0,1,0,0,1
"H2823",0,1,0,0,1
"H2824",0,1,0,0,1
"H2825",0,1,0,0,1
"H2826",0,1,0,0,0
"H2827",0,1,0,0,1
"H2828",0,1,0,0,1
"H2829",0,1,0,0,1
"H2830",0,1,0,0,0
"H2831",0,1,0,0,1
"H2832",0,1,0,1,0
"H2833",0,1,0,0,0
"H2834",0,1,0,0,1
"H2835",0,1,0,0,0
"H2836",0,1,0,0,1
"H2837",0,1,0,0,0
"H2838",0,1,0,0,1
"H2839",0,1,0,0,1
"H2840",0,1,0,0,0
"H2841",0,1,0,0,1
"H2842",0,1,0,0,1
"H2843",0,1,0,0,1
"H2844",0,1,0,0,1
"H2845",0,1,0,0,0
"H2846",0,1,0,0,1
"H2847",0,1,0,0,0
"H2848",0,1,0,0,0
"H2849",0,1,0,0,0
"H2850",0,1,0,0,1
"H2851",0,1,0,0,1
"H2852",0,1,0,0,0
"H2853",0,1,0,0,0
"H2854",0,1,0,0,0
"H2855",0,1,0,0,0
"H2856",0,1,0,0,0
"H2857",0,1,0,0,0
"H2858",0,1,0,0,0
"H2859",0,1,0,0,0
"H2860",0,1,0,0,0
"H2861",0,1,0,0,0
"H2862",0,1,0,0,0
"H2863",0,1,0,0,0
"H2864",0,1,0,0,1
"H2865",0,1,0,0,1
"H2866",0,1,0,0,1
"H2867",0,1,0,0,0
"H2868",0,1,0,0,0
"H2869",0,1,0,0,1
"H2870",0,1,0,0,1
"H2871",0,1,0,0,1
"H2872",0,1,0,0,1
"H2873",0,1,0,0,1
"H2874",0,1,0,0,1
"H2875",0,1,0,0,1
"H2876",0,1,0,0,1
"H2877",0,1,0,0,1
"H2878",0,1,0,1,1
"H2879",0,1,1,0,1
"H2880",0,1,0,0,0
"H2881",0,1,0,0,0
"H2882",0,1,0,0,0
"H2883",0,1,0,0,0
"H2884",0,1,0,0,1
"H2885",0,1,0,1,1
"H2886",0,1,0,0,1
"H2887",0,1,0,1,1
"H2888",0,1,0,0,1
"H2889",0,1,0,0,0
"H2890",0,1,0,1,1
"H2891",0,1,0,1,1
"H2892",0,1,0,1,1
"H2893",0,1,0,0,1
"H2894",0,1,0,0,1
"H2895",0,1,0,1,1
"H2896",0,1,0,1,1
"H2897",0,1,0,1,1
"H2898",0,1,0,0,1
"H2899",0,1,0,0,1
"H2900",0,1,0,0,1
"H2901",0,1,0,0,1
"H2902",0,1,0,0,1
"H2903",0,1,0,0,1
"H2904",0,1,0,0,1
"H2905",0,1,0,0,1
"H2906",0,1,0,1,1
"H2907",0,1,0,1,1
"H2908",0,1,0,0,1
"H2909",0,1,0,0,1
"H2910",0,0,0,0,1
"H2911",0,0,0,0,1
"H2912",0,0,0,0,1
"H2913",0,0,0,0,1
"H2914",0,0,0,0,1
"H2915",0,0,0,0,1
"H2916",0,0,0,0,1
"H2917",0,0,0,0,1
"H2918",0,0,0,0,1
"H2919",0,1,0,0,1
"H2920",0,1,0,0,1
"H2921",0,1,0,0,1
"H2922",0,1,0,0,1
"H2923",0,1,0,0,0
"H2924",0,1,0,0,0
"H2925",0,1,0,0,1
"H2926",0,1,0,0,1
"H2927",0,1,0,0,1
"H2928",0,1,0,0,1
"H2929",0,1,0,0,0
"H2930",0,1,0,0,1
"H2931",0,1,0,0,1
"H2932",0,0,0,0,1
